2	327	2-7383	1	459
2	327	0-4467	-1	459
2	327	0-3502	-1	459
2	417	4-7385	-1	636
2	417	0-4820	-1	636
2	417	0-3994	-1	636
2	417	0-5457	-1	636
2	417	0-5431	-1	636
2	417	0-5674	-1	636
2	417	2-7383	-1	636
2	663	4-7385	-1	1365
2	663	0-4820	-1	1365
2	663	0-3994	-1	1365
2	663	0-5457	-1	1365
2	663	0-5431	-1	1365
2	663	0-5674	-1	1365
2	663	2-7383	-1	1365
3	23	0-3994	1	36
3	23	18-7454	-1	36
3	25	0-3994	1	38
3	25	18-7454	-1	38
3	26	0-3994	-1	39
3	26	0-6681	1	39
3	331	0-3994	1	467
3	331	18-7454	-1	467
4	28	0-3969	1	42
4	29	0-3969	-1	43
4	29	0-5672	1	43
4	30	0-3969	-1	44
4	30	0-5672	-1	44
4	30	0-3230	1	44
4	32	0-3969	-1	46
4	32	0-5672	1	46
4	55	0-3969	1	77
4	489	0-3969	1	804
4	779	0-3969	-1	1963
4	779	0-5672	-1	1963
4	779	0-3230	-1	1963
4	779	0-6057	1	1963
5	33	0-3971	-1	47
5	33	0-4350	-1	47
5	33	4-2977	-1	47
5	33	4-7492	-1	47
5	33	0-6502	1	47
5	34	0-3971	-1	48
5	34	0-4350	1	48
5	35	0-3971	1	49
5	36	0-3971	-1	50
5	36	0-4350	-1	50
5	36	4-2977	1	50
5	39	0-3971	-1	53
5	39	0-4350	1	53
5	40	0-3971	1	54
5	223	0-3971	-1	305
5	223	0-4350	-1	305
5	223	4-2977	-1	305
5	223	4-7492	1	305
6	30	10-7022	-1	44
6	30	8-3019	-1	44
6	30	4-7331	-1	44
6	30	9-7646	1	44
6	41	10-7022	1	55
6	43	10-7022	-1	60
6	43	8-3019	1	60
6	115	10-7022	-1	158
6	115	8-3019	-1	158
6	115	4-7331	1	158
6	676	10-7022	-1	1425
6	676	8-3019	-1	1425
6	676	4-7331	-1	1425
6	676	9-7646	-1	1425
6	676	1-7002	1	1425
7	36	0-4346	1	50
7	44	0-4346	1	61
7	45	0-4346	-1	62
7	45	10-2957	-1	62
7	45	6-8316	-1	62
7	45	0-6908	1	62
7	46	0-4346	-1	63
7	46	10-2957	-1	63
7	46	6-8316	-1	63
7	46	0-6908	-1	63
7	46	0-5783	1	63
7	47	0-4346	1	65
7	49	0-4346	-1	68
7	49	10-2957	-1	68
7	49	6-8316	1	68
7	126	0-4346	-1	172
7	126	10-2957	-1	172
7	126	6-8316	1	172
7	155	0-4346	-1	211
7	155	10-2957	1	211
7	187	0-4346	-1	250
7	187	10-2957	1	250
7	360	0-4346	1	532
8	5	0-6475	-1	6
8	5	0-3970	1	6
8	6	0-6475	1	7
8	28	0-6475	-1	42
8	28	0-3970	1	42
8	51	0-6475	1	70
8	52	0-6475	-1	72
8	52	0-3970	-1	72
8	52	1-7900	-1	72
8	52	10-8095	1	72
8	53	0-6475	1	73
8	402	0-6475	-1	604
8	402	0-3970	-1	604
8	402	1-7900	1	604
8	430	0-6475	-1	651
8	430	0-3970	-1	651
8	430	1-7900	-1	651
8	430	10-8095	-1	651
8	430	0-5218	1	651
8	569	0-6475	-1	1038
8	569	0-3970	-1	1038
8	569	1-7900	-1	1038
8	569	10-8095	-1	1038
8	569	0-5218	-1	1038
8	569	13-7845	1	1038
9	7	2-7383	-1	8
9	7	6-7322	-1	8
9	7	0-3732	-1	8
9	57	2-7383	-1	79
9	57	6-7322	-1	79
9	57	0-3732	-1	79
9	59	2-7383	-1	83
9	59	6-7322	-1	83
9	59	0-3732	-1	83
9	683	2-7383	-1	1442
9	683	6-7322	-1	1442
9	683	0-3732	-1	1442
10	7	0-5676	1	8
10	61	0-5676	-1	88
10	61	8-6996	1	88
10	417	0-5676	1	636
11	62	0-3994	-1	90
11	62	0-3938	1	90
11	65	0-3994	-1	94
11	65	0-3938	-1	94
11	65	0-6327	1	94
11	225	0-3994	1	308
11	247	0-3994	-1	337
11	247	0-3938	1	337
11	255	0-3994	1	2394
11	653	0-3994	1	1327
12	7	0-4726	-1	8
12	7	6-8134	-1	8
12	7	2-7383	-1	8
12	7	0-3262	-1	8
12	7	0-6276	-1	8
12	68	0-4726	-1	97
12	68	6-8134	-1	97
12	68	2-7383	-1	97
12	68	0-3262	-1	97
12	68	0-6276	-1	97
12	69	0-4726	-1	99
12	69	6-8134	-1	99
12	69	2-7383	-1	99
12	69	0-3262	-1	99
12	69	0-6276	-1	99
12	73	0-4726	1	105
12	75	0-4726	1	109
12	303	0-4726	-1	422
12	303	6-8134	-1	422
12	303	2-7383	-1	422
12	303	0-3262	-1	422
12	303	0-6276	-1	422
13	6	0-4701	1	7
13	25	0-4701	-1	38
13	25	0-3970	1	38
13	53	0-4701	1	73
13	71	0-4701	-1	103
13	71	0-3970	-1	103
13	71	0-6507	-1	103
13	71	18-7476	1	103
13	72	0-4701	-1	104
13	72	0-3970	1	104
13	73	0-4701	1	105
13	398	0-4701	-1	599
13	398	0-3970	-1	599
13	398	0-6507	1	599
14	7	0-5676	1	8
14	74	0-5676	-1	106
14	74	2-7870	1	106
14	205	0-5676	1	278
14	775	0-5676	-1	1929
14	775	2-7870	1	1929
15	7	8-8142	-1	8
15	7	1-7096	-1	8
15	7	0-4083	1	8
15	67	8-8142	-1	96
15	67	1-7096	1	96
15	77	8-8142	-1	111
15	77	1-7096	1	111
15	79	8-8142	-1	113
15	79	1-7096	-1	113
15	79	0-4083	-1	113
15	79	0-4260	-1	113
15	79	0-5502	-1	113
15	79	0-6086	1	113
15	80	8-8142	-1	114
15	80	1-7096	-1	114
15	80	0-4083	-1	114
15	80	0-4260	-1	114
15	80	0-5502	1	114
15	149	8-8142	-1	202
15	149	1-7096	-1	202
15	149	0-4083	-1	202
15	149	0-4260	-1	202
15	149	0-5502	-1	202
15	149	0-6086	-1	202
15	149	0-6050	1	202
15	604	8-8142	-1	1144
15	604	1-7096	-1	1144
15	604	0-4083	-1	1144
15	604	0-4260	1	1144
16	7	0-4083	1	8
16	36	0-4083	1	50
16	83	0-4083	-1	118
16	83	10-7942	-1	118
16	83	0-6247	1	118
16	84	0-4083	-1	119
16	84	10-7942	1	119
16	87	0-4083	-1	123
16	87	10-7942	-1	123
16	87	0-6247	-1	123
16	87	0-5761	-1	123
16	87	15-8196	1	123
16	183	0-4083	-1	246
16	183	10-7942	-1	246
16	183	0-6247	-1	246
16	183	0-5761	1	246
16	254	0-4083	-1	345
16	254	10-7942	1	345
17	57	2-2980	-1	79
17	57	0-5219	1	79
17	88	2-2980	1	125
17	89	2-2980	-1	126
17	89	0-5219	-1	126
17	89	13-7753	1	126
17	92	2-2980	1	129
17	130	2-2980	1	180
17	274	2-2980	1	375
18	7	9-7271	1	8
18	25	9-7271	-1	38
18	25	2-7870	1	38
18	96	9-7271	1	135
18	112	9-7271	-1	155
18	112	2-7870	1	155
18	127	9-7271	-1	173
18	127	2-7870	-1	173
18	127	0-5307	1	173
18	298	9-7271	1	414
18	418	9-7271	1	637
19	1	8-7123	-1	2
19	1	0-5674	1	2
19	5	8-7123	-1	6
19	5	0-5674	1	6
19	97	8-7123	-1	136
19	97	0-5674	-1	136
19	97	4-7385	1	136
19	99	8-7123	-1	138
19	99	0-5674	-1	138
19	99	4-7385	-1	138
19	99	22-7476	1	138
19	474	8-7123	1	768
19	667	8-7123	1	1393
20	13	0-3912	1	19
20	36	0-3912	1	50
20	102	0-3912	-1	141
20	102	0-3971	-1	141
20	102	10-8076	-1	141
20	102	0-6454	-1	141
20	102	0-5427	-1	141
20	104	0-3912	-1	144
20	104	0-3971	-1	144
20	104	10-8076	-1	144
20	104	0-6454	-1	144
20	104	0-5427	-1	144
20	443	0-3912	-1	696
20	443	0-3971	-1	696
20	443	10-8076	-1	696
20	443	0-6454	-1	696
20	443	0-5427	-1	696
21	85	0-3971	-1	121
21	85	0-5402	-1	121
21	85	1-7295	-1	121
21	85	6-8392	-1	121
21	105	0-3971	-1	145
21	105	0-5402	-1	145
21	105	1-7295	-1	145
21	105	6-8392	-1	145
21	106	0-3971	-1	147
21	106	0-5402	-1	147
21	106	1-7295	-1	147
21	106	6-8392	-1	147
21	107	0-3971	-1	149
21	107	0-5402	-1	149
21	107	1-7295	-1	149
21	107	6-8392	-1	149
21	353	0-3971	-1	515
21	353	0-5402	-1	515
21	353	1-7295	-1	515
21	353	6-8392	-1	515
21	457	0-3971	-1	734
21	457	0-5402	-1	734
21	457	1-7295	-1	734
21	457	6-8392	-1	734
22	109	27-7228	1	151
22	202	27-7228	-1	275
22	202	1-7723	1	275
22	433	27-7228	1	657
23	7	0-4083	1	8
23	13	0-4083	1	19
23	36	0-4083	1	50
23	51	0-4083	-1	70
23	51	0-5639	1	70
23	114	0-4083	-1	157
23	114	0-5639	1	157
23	698	0-4083	-1	1499
23	698	0-5639	-1	1499
23	698	9-7271	1	1499
24	29	4-8134	-1	43
24	29	0-3952	-1	43
24	29	4-7430	-1	43
24	29	0-5689	-1	43
24	29	0-6823	-1	43
24	115	4-8134	-1	158
24	115	0-3952	-1	158
24	115	4-7430	-1	158
24	115	0-5689	-1	158
24	115	0-6823	-1	158
24	116	4-8134	-1	159
24	116	0-3952	-1	159
24	116	4-7430	-1	159
24	116	0-5689	-1	159
24	116	0-6823	-1	159
24	119	4-8134	-1	163
24	119	0-3952	-1	163
24	119	4-7430	-1	163
24	119	0-5689	-1	163
24	119	0-6823	-1	163
24	134	4-8134	-1	185
24	134	0-3952	-1	185
24	134	4-7430	-1	185
24	134	0-5689	-1	185
24	134	0-6823	-1	185
24	359	4-8134	-1	523
24	359	0-3952	-1	523
24	359	4-7430	-1	523
24	359	0-5689	-1	523
24	359	0-6823	-1	523
24	524	4-8134	-1	893
24	524	0-3952	-1	893
24	524	4-7430	-1	893
24	524	0-5689	-1	893
24	524	0-6823	-1	893
25	28	0-4405	-1	42
25	28	0-6302	-1	42
25	28	0-3970	1	42
25	39	0-4405	-1	53
25	39	0-6302	1	53
25	48	0-4405	-1	66
25	48	0-6302	-1	66
25	48	0-3970	-1	66
25	48	0-5672	1	66
25	118	0-4405	-1	162
25	118	0-6302	1	162
25	121	0-4405	-1	166
25	121	0-6302	-1	166
25	121	0-3970	1	166
25	124	0-4405	-1	169
25	124	0-6302	-1	169
25	124	0-3970	-1	169
25	124	0-5672	-1	169
25	124	27-7439	-1	169
25	124	0-6548	1	169
25	125	0-4405	1	171
25	147	0-4405	-1	199
25	147	0-6302	-1	199
25	147	0-3970	-1	199
25	147	0-5672	-1	199
25	147	27-7439	-1	199
25	147	0-6548	-1	199
25	147	0-4651	1	199
25	251	0-4405	1	341
25	351	0-4405	1	507
25	430	0-4405	-1	651
25	430	0-6302	-1	651
25	430	0-3970	-1	651
25	430	0-5672	-1	651
25	430	27-7439	1	651
26	57	0-3969	-1	79
26	57	0-4346	-1	79
26	126	0-3969	-1	172
26	126	0-4346	-1	172
26	127	0-3969	-1	173
26	127	0-4346	-1	173
26	128	0-3969	-1	174
26	128	0-4346	-1	174
27	1	0-3994	-1	2
27	1	9-7444	1	2
27	47	0-3994	-1	65
27	47	9-7444	-1	65
27	47	9-3074	1	65
27	155	0-3994	1	211
27	223	0-3994	-1	305
27	223	9-7444	-1	305
27	223	9-3074	1	305
27	579	0-3994	-1	1071
27	579	9-7444	1	1071
27	580	0-3994	1	1073
28	20	0-4896	1	31
28	39	0-4896	-1	53
28	39	0-4350	1	53
28	48	0-4896	-1	66
28	48	0-4350	-1	66
28	48	0-3849	-1	66
28	48	26-7371	1	66
28	117	0-4896	1	160
28	132	0-4896	-1	183
28	132	0-4350	-1	183
28	132	0-3849	1	183
28	133	0-4896	-1	184
28	133	0-4350	-1	184
28	133	0-3849	-1	184
28	133	26-7371	-1	184
28	133	9-7022	-1	184
28	133	13-1333	-1	184
28	133	13-8405	1	184
28	134	0-4896	-1	185
28	134	0-4350	-1	185
28	134	0-3849	-1	185
28	134	26-7371	-1	185
28	134	9-7022	1	185
28	209	0-4896	-1	286
28	209	0-4350	-1	286
28	209	0-3849	-1	286
28	209	26-7371	-1	286
28	209	9-7022	-1	286
28	209	13-1333	-1	286
28	209	13-8405	-1	286
28	209	13-8353	1	286
28	222	0-4896	-1	304
28	222	0-4350	-1	304
28	222	0-3849	-1	304
28	222	26-7371	-1	304
28	222	9-7022	-1	304
28	222	13-1333	1	304
28	366	0-4896	-1	545
28	366	0-4350	1	545
29	129	0-5205	-1	177
29	129	0-6166	-1	177
29	129	13-7753	-1	177
29	138	0-5205	-1	189
29	138	0-6166	-1	189
29	138	13-7753	-1	189
29	168	0-5205	-1	231
29	168	0-6166	-1	231
29	168	13-7753	-1	231
30	4	6-7163	-1	5
30	4	0-4348	1	5
30	141	6-7163	-1	193
30	141	0-4348	-1	193
30	141	9-8449	1	193
30	143	6-7163	-1	195
30	143	0-4348	1	195
30	144	6-7163	-1	196
30	144	0-4348	-1	196
30	144	9-8449	1	196
30	146	6-7163	-1	198
30	146	0-4348	-1	198
30	146	9-8449	-1	198
30	146	0-3691	1	198
30	147	6-7163	-1	199
30	147	0-4348	-1	199
30	147	9-8449	-1	199
30	147	0-3691	-1	199
30	147	0-3636	-1	199
30	147	0-4651	1	199
30	683	6-7163	-1	1442
30	683	0-4348	-1	1442
30	683	9-8449	-1	1442
30	683	0-3691	-1	1442
30	683	0-3636	1	1442
31	13	27-7228	-1	19
31	13	0-4335	1	19
31	148	27-7228	1	200
31	149	27-7228	-1	202
31	149	0-4335	-1	202
31	149	9-8058	-1	202
31	149	8-7596	1	202
31	165	27-7228	-1	227
31	165	0-4335	-1	227
31	165	9-8058	1	227
31	198	27-7228	1	266
31	291	27-7228	1	401
31	328	27-7228	-1	463
31	328	0-4335	1	463
32	65	0-3970	-1	94
32	65	0-6373	1	94
32	73	0-3970	1	105
32	150	0-3970	1	203
32	152	0-3970	-1	206
32	152	0-6373	-1	206
32	152	0-3539	-1	206
32	152	27-8026	-1	206
32	152	0-5650	1	206
32	256	0-3970	1	346
32	284	0-3970	-1	391
32	284	0-6373	-1	391
32	284	0-3539	-1	391
32	284	27-8026	1	391
32	353	0-3970	-1	515
32	353	0-6373	-1	515
32	353	0-3539	1	515
33	25	0-4335	-1	38
33	25	10-8447	1	38
33	55	0-4335	-1	77
33	55	10-8447	-1	77
33	55	4-7877	1	77
33	105	0-4335	1	145
33	154	0-4335	-1	209
33	154	10-8447	1	209
33	366	0-4335	1	545
34	4	0-5898	1	5
34	51	0-5898	1	70
34	157	0-5898	-1	213
34	157	0-3969	-1	213
34	157	6-7652	-1	213
34	157	0-4331	-1	213
34	157	9-8060	1	213
34	158	0-5898	-1	214
34	158	0-3969	-1	214
34	158	6-7652	-1	214
34	158	0-4331	-1	214
34	158	9-8060	-1	214
34	158	10-7038	1	214
34	160	0-5898	-1	216
34	160	0-3969	-1	216
34	160	6-7652	-1	216
34	160	0-4331	1	216
34	162	0-5898	1	219
34	474	0-5898	-1	768
34	474	0-3969	-1	768
34	474	6-7652	1	768
35	36	0-6219	-1	50
35	36	10-2957	1	50
35	127	0-6219	-1	173
35	127	10-2957	-1	173
35	127	9-7904	-1	173
35	127	0-4105	1	173
35	152	0-6219	-1	206
35	152	10-2957	-1	206
35	152	9-7904	1	206
35	341	0-6219	1	482
36	7	8-8142	-1	8
36	7	10-8447	-1	8
36	7	10-7839	-1	8
36	7	10-8348	-1	8
36	7	8-3036	-1	8
36	61	8-8142	-1	88
36	61	10-8447	-1	88
36	61	10-7839	-1	88
36	61	10-8348	-1	88
36	61	8-3036	-1	88
36	91	8-8142	-1	128
36	91	10-8447	-1	128
36	91	10-7839	-1	128
36	91	10-8348	-1	128
36	91	8-3036	-1	128
36	164	8-8142	-1	226
36	164	10-8447	-1	226
36	164	10-7839	-1	226
36	164	10-8348	-1	226
36	164	8-3036	-1	226
36	165	8-8142	-1	227
36	165	10-8447	-1	227
36	165	10-7839	-1	227
36	165	10-8348	-1	227
36	165	8-3036	-1	227
36	166	8-8142	-1	228
36	166	10-8447	-1	228
36	166	10-7839	-1	228
36	166	10-8348	-1	228
36	166	8-3036	-1	228
36	627	8-8142	-1	1224
36	627	10-8447	-1	1224
36	627	10-7839	-1	1224
36	627	10-8348	-1	1224
36	627	8-3036	-1	1224
37	46	0-6011	-1	63
37	46	0-3971	-1	63
37	46	2-7383	-1	63
37	46	24-7662	-1	63
37	46	4-3047	-1	63
37	46	0-3735	-1	63
37	77	0-6011	-1	111
37	77	0-3971	1	111
37	79	0-6011	-1	113
37	79	0-3971	-1	113
37	79	2-7383	-1	113
37	79	24-7662	-1	113
37	79	4-3047	-1	113
37	79	0-3735	-1	113
37	167	0-6011	-1	230
37	167	0-3971	-1	230
37	167	2-7383	-1	230
37	167	24-7662	-1	230
37	167	4-3047	-1	230
37	167	0-3735	-1	230
37	168	0-6011	-1	231
37	168	0-3971	-1	231
37	168	2-7383	-1	231
37	168	24-7662	-1	231
37	168	4-3047	-1	231
37	168	0-3735	-1	231
37	169	0-6011	-1	232
37	169	0-3971	1	232
37	227	0-6011	-1	312
37	227	0-3971	-1	312
37	227	2-7383	-1	312
37	227	24-7662	-1	312
37	227	4-3047	-1	312
37	227	0-3735	-1	312
38	51	9-8060	1	70
38	171	9-8060	1	234
38	172	9-8060	-1	235
38	172	0-5898	-1	235
38	172	0-3425	1	235
38	173	9-8060	-1	236
38	173	0-5898	1	236
38	175	9-8060	1	238
38	411	9-8060	1	626
38	598	9-8060	-1	1128
38	598	0-5898	1	1128
39	5	10-7904	-1	6
39	5	0-4362	-1	6
39	5	0-6119	-1	6
39	5	10-3007	-1	6
39	5	4-7877	-1	6
39	5	0-5738	-1	6
39	5	0-3969	1	6
39	29	10-7904	-1	43
39	29	0-4362	-1	43
39	29	0-6119	-1	43
39	29	10-3007	-1	43
39	29	4-7877	-1	43
39	29	0-5738	-1	43
39	29	0-3969	-1	43
39	29	0-4445	-1	43
39	29	2-7383	-1	43
39	29	1-2999	-1	43
39	125	10-7904	-1	171
39	125	0-4362	-1	171
39	125	0-6119	-1	171
39	125	10-3007	-1	171
39	125	4-7877	-1	171
39	125	0-5738	-1	171
39	125	0-3969	1	171
39	176	10-7904	-1	239
39	176	0-4362	-1	239
39	176	0-6119	-1	239
39	176	10-3007	-1	239
39	176	4-7877	-1	239
39	176	0-5738	-1	239
39	176	0-3969	-1	239
39	176	0-4445	-1	239
39	176	2-7383	-1	239
39	176	1-2999	-1	239
39	177	10-7904	-1	240
39	177	0-4362	-1	240
39	177	0-6119	-1	240
39	177	10-3007	-1	240
39	177	4-7877	-1	240
39	177	0-5738	-1	240
39	177	0-3969	-1	240
39	177	0-4445	-1	240
39	177	2-7383	1	240
39	177	0-4172	1	240
39	178	10-7904	-1	241
39	178	0-4362	-1	241
39	178	0-6119	-1	241
39	178	10-3007	-1	241
39	178	4-7877	-1	241
39	178	0-5738	-1	241
39	178	0-3969	-1	241
39	178	0-4445	-1	241
39	178	2-7383	-1	241
39	178	1-2999	-1	241
39	179	10-7904	-1	242
39	179	0-4362	-1	242
39	179	0-6119	-1	242
39	179	10-3007	-1	242
39	179	4-7877	-1	242
39	179	0-5738	-1	242
39	179	0-3969	1	242
39	181	10-7904	-1	244
39	181	0-4362	-1	244
39	181	0-6119	-1	244
39	181	10-3007	-1	244
39	181	4-7877	-1	244
39	181	0-5738	-1	244
39	181	0-3969	-1	244
39	181	0-4445	-1	244
39	181	2-7383	-1	244
39	181	1-2999	-1	244
39	182	10-7904	-1	245
39	182	0-4362	-1	245
39	182	0-6119	-1	245
39	182	10-3007	-1	245
39	182	4-7877	-1	245
39	182	0-5738	-1	245
39	182	0-3969	1	245
39	183	10-7904	-1	246
39	183	0-4362	-1	246
39	183	0-6119	-1	246
39	183	10-3007	-1	246
39	183	4-7877	-1	246
39	183	0-5738	-1	246
39	183	0-3969	1	246
39	184	10-7904	-1	247
39	184	0-4362	-1	247
39	184	0-6119	-1	247
39	184	10-3007	-1	247
39	184	4-7877	-1	247
39	184	0-5738	-1	247
39	184	0-3969	-1	247
39	184	0-4445	-1	247
39	184	2-7383	-1	247
39	184	1-2999	-1	247
39	397	10-7904	-1	597
39	397	0-4362	-1	597
39	397	0-6119	-1	597
39	397	10-3007	-1	597
39	397	4-7877	-1	597
39	397	0-5738	-1	597
39	397	0-3969	-1	597
39	397	0-4445	-1	597
39	397	2-7383	-1	597
39	397	1-2999	-1	597
39	766	10-7904	-1	1819
39	766	0-4362	-1	1819
39	766	0-6119	-1	1819
39	766	10-3007	-1	1819
39	766	4-7877	-1	1819
39	766	0-5738	-1	1819
39	766	0-3969	-1	1819
39	766	0-4445	-1	1819
39	766	2-7383	-1	1819
39	766	1-2999	-1	1819
40	62	4-8134	-1	90
40	62	0-4896	-1	90
40	62	0-6890	-1	90
40	62	1-7669	-1	90
40	62	0-4680	1	90
40	118	4-8134	-1	162
40	118	0-4896	-1	162
40	118	0-6890	1	162
40	185	4-8134	-1	248
40	185	0-4896	1	248
40	186	4-8134	-1	249
40	186	0-4896	1	249
40	190	4-8134	-1	253
40	190	0-4896	-1	253
40	190	0-6890	-1	253
40	190	1-7669	-1	253
40	190	0-4680	-1	253
40	190	3-7127	-1	253
40	190	0-4631	1	253
40	303	4-8134	-1	422
40	303	0-4896	-1	422
40	303	0-6890	-1	422
40	303	1-7669	-1	422
40	303	0-4680	-1	422
40	303	3-7127	1	422
40	354	4-8134	-1	516
40	354	0-4896	-1	516
40	354	0-6890	-1	516
40	354	1-7669	1	516
41	5	9-8320	1	6
41	33	9-8320	-1	47
41	33	2-7383	-1	47
41	33	10-7444	-1	47
41	33	0-4335	-1	47
41	33	0-5781	-1	47
41	33	15-644	-1	47
41	33	6-7375	-1	47
41	156	9-8320	-1	212
41	156	2-7383	-1	212
41	156	10-7444	-1	212
41	156	0-4335	-1	212
41	156	0-5781	-1	212
41	156	15-644	-1	212
41	156	6-7375	-1	212
41	192	9-8320	-1	256
41	192	2-7383	-1	256
41	192	10-7444	-1	256
41	192	0-4335	-1	256
41	192	0-5781	-1	256
41	192	15-644	-1	256
41	192	6-7375	-1	256
41	193	9-8320	-1	258
41	193	2-7383	-1	258
41	193	10-7444	-1	258
41	193	0-4335	-1	258
41	193	0-5781	-1	258
41	193	15-644	-1	258
41	193	6-7375	-1	258
41	223	9-8320	-1	305
41	223	2-7383	-1	305
41	223	10-7444	-1	305
41	223	0-4335	-1	305
41	223	0-5781	-1	305
41	223	15-644	-1	305
41	223	6-7375	-1	305
41	272	9-8320	-1	370
41	272	2-7383	-1	370
41	272	10-7444	-1	370
41	272	0-4335	-1	370
41	272	0-5781	-1	370
41	272	15-644	-1	370
41	272	6-7375	-1	370
41	497	9-8320	1	823
41	644	9-8320	-1	1302
41	644	2-7383	-1	1302
41	644	10-7444	-1	1302
41	644	0-4335	-1	1302
41	644	0-5781	-1	1302
41	644	15-644	-1	1302
41	644	6-7375	-1	1302
42	33	0-6661	-1	47
42	33	9-7784	1	47
42	91	0-6661	-1	128
42	91	9-7784	-1	128
42	91	0-6121	1	128
42	155	0-6661	1	211
42	242	0-6661	1	331
42	292	0-6661	1	402
43	44	0-4347	1	61
43	45	0-4347	-1	62
43	45	0-6011	-1	62
43	45	0-3969	-1	62
43	45	0-5583	-1	62
43	45	0-3189	1	62
43	78	0-4347	-1	112
43	78	0-6011	-1	112
43	78	0-3969	1	112
43	78	0-3968	-1	112
43	196	0-4347	-1	263
43	196	0-6011	-1	263
43	196	0-3969	1	263
43	196	0-3968	-1	263
43	197	0-4347	1	265
43	198	0-4347	-1	266
43	198	0-6011	-1	266
43	198	0-3969	-1	266
43	198	0-5583	1	266
43	242	0-4347	-1	331
43	242	0-6011	-1	331
43	242	0-3969	1	331
43	242	0-3968	-1	331
44	18	2-7870	1	29
44	112	2-7870	1	155
44	200	2-7870	-1	273
44	200	10-7730	1	273
45	5	0-3971	1	6
45	19	0-3971	-1	30
45	19	2-7383	-1	30
45	19	6-8056	-1	30
45	19	0-4658	-1	30
45	19	0-3969	-1	30
45	19	0-3161	-1	30
45	19	9-7272	-1	30
45	19	0-4505	1	30
45	77	0-3971	1	111
45	155	0-3971	-1	211
45	155	2-7383	-1	211
45	155	6-8056	1	211
45	203	0-3971	-1	276
45	203	2-7383	-1	276
45	203	6-8056	-1	276
45	203	0-4658	-1	276
45	203	0-3969	-1	276
